page,sn,code,descr,qty,uom,uc,tc,brand_clean,coo_clean
63,1770,9-55L,"1"",IMPACT,55MM.L,6PT,SH",1.0,EA,371.0,371.0,MOMENT,SWEDEN
63,1771,9-55.,"1"",IMPACT,55MM SIZE,SH.6PT",5.0,EA,371.0,1855.0,MOMENT,SWEDEN
63,1772,9-38.,"1"",IMPACT,38MM SIZE,SH.6PT",3.0,EA,132.0,396.0,MOMENT,SWEDEN
63,1773,9-36L,"1"",IMPACT,36MM/L,6PT",2.0,EA,125.0,250.0,MOMENT,SWEDEN
63,1774,9-38L,"1"",IMPACT,38MM SIZE,LONG,6PT.1.1/2",2.0,EA,135.0,270.0,MOMENT,SWEDEN
63,1775,9-38.,"1"",IMPACT,38MM.SH.12PT,1.1/2",2.0,EA,135.0,270.0,MOMENT,SWEDEN
63,1776,9-46.,"1"",IMPACT,46MM,6PT,SH,1.13/16",3.0,EA,195.0,585.0,MOMENT,SWEDEN
63,1777,9-50.,"1"",IMPACT,50MM,6PT,SH",4.0,EA,220.0,880.0,MOMENT,SWEDEN
63,1778,9-46.,"1"",IMPACT,46MM,1.13/16,12PT,SH",2.0,EA,195.0,390.0,MOMENT,SWEDEN
63,1779,9-60.,"1"",IMPACT,60MM,12PT,SH.",2.0,EA,265.0,530.0,MOMENT,SWEDEN
63,1780,2-41.,"3/4DR,IMPACT,41MM,6PT,SH",2.0,EA,145.0,290.0,MOMENT,SWEDEN
63,1781,2-38.,"3/4DR.,IMPACT,38MM,1.1/2,6PT",2.0,EA,135.0,270.0,MOMENT,SWEDEN
63,1782,2-55L,"3/4DR.IMPACT,55MM/LONG,6PT",3.0,EA,371.0,1113.0,MOMENT,SWEDEN
63,1783,9-41L,"1"",IMPACT,41MM,6PT,LONG",2.0,EA,145.0,290.0,MOMENT,SWEDEN
63,1784,2-46.,"3/4"",IMPACT,46MM,1.13/16,LONG,6PT",2.0,EA,195.0,390.0,MOMENT,SWEDEN
63,1785,2-55.,"3/4DR,55MM,6PT,SH",1.0,EA,180.0,180.0,MOMENT,SWEDEN
63,1786,2-60.,"3/4DR.IMPACT,60MM,6PT,SH.",2.0,EA,210.0,420.0,MOMENT,SWEDEN
63,1787,2-36L,"3/4DR,IMPACT,36MM,6PT",1.0,EA,95.0,95.0,MOMENT,SWEDEN
63,1788,2-41L,"3/4DR.IMPACT,41MM,6PT,SH.",3.0,EA,110.0,330.0,MOMENT,SWEDEN
63,1789,2-50.,"3/4DR,IMPACT,50MM,6PT,SH",7.0,EA,135.0,945.0,MOMENT,SWEDEN
63,1790,9-36.,"1""DR.IMPACT,36MM,SH.6PT",1.0,EA,110.0,110.0,MOMENT,SWEDEN
63,1791,9-41L,"1"",DR,IMPACT,6PT,SH.41MM",4.0,EA,186.0,744.0,MOMENT,SWEDEN
63,1792,9-70.,"1""DR,IMPACT,70MM,2.3/4,6PT",1.0,EA,466.0,466.0,MOMENT,SWEDEN
63,1793,2-50L,"3/4DR,IMPACT,50MM,LONG,6PT",2.0,EA,285.0,570.0,MOMENT,SWEDEN
63,1794,9-46.,"1""DR.IMPACT,46MM,6PT,SH",1.0,EA,133.0,133.0,MOMENT,SWEDEN
63,1795,2-36.,"3/4DR,IMPACT,36MM,SH.6PT",1.0,EA,110.0,110.0,MOMENT,SWEDEN
63,1796,2-46.,"3/4DR,IMPACT,46MM,6PT,LONG",2.0,EA,155.0,310.0,MOMENT,SWEDEN
63,1797,2-34L,"3/4DR,IMPACT,34MM,SH.6PT",5.0,EA,125.0,625.0,MOMENT,SWEDEN
63,1798,2-38L,"3/4DR.IMPACT,38MM,LONG,6PT",2.0,EA,165.0,330.0,MOMENT,SWEDEN
63,1799,4-30L,"1/2DR,IMPACT,30MM,LONG,6PT",19.0,EA,100.0,1900.0,MOMENT,SWEDEN
63,1800,4-19.,"1/2DR,IMPACT,19MM,SH.6PT",18.0,EA,28.0,504.0,MOMENT,SWEDEN
64,1801,45-15L,"1/2DR,IMPACT,15MM.LONG,6PT",20.0,EA,35.0,700.0,MOMENT,SWEDEN
64,1802,4-10.,"1/2DR,IMPACT,30MM,SH,6PT",16.0,EA,38.0,608.0,MOMENT,SWEDEN
64,1803,6D6K50,"1""DR,IMPACT,12PT,50MM,",1.0,EA,235.0,235.0,MOMENT,SWEDEN
64,1804,9-48.,"1""DR,IMPACT,48MM,6PT,SH",2.0,EA,175.0,350.0,MOMENT,SWEDEN
64,1805,4-30L,"1/2DR,IMPACT,30MM,LONG1.3/16",1.0,EA,42.0,42.0,MOMENT,SWEDEN
64,1806,4-17.,"1/2DR,IMPACT,17MM,6PT,SH.",19.0,EA,28.0,532.0,MOMENT,SWEDEN
64,1807,4-29.,"1/2DR,IMPACT,29MM,SH,6PT",20.0,EA,33.0,660.0,MOMENT,SWEDEN
64,1808,4-32.,"1/2DR,IMPACT,32MM,6PT,SH",18.0,EA,38.0,684.0,MOMENT,SWEDEN
64,1809,2-19L,"3/4DR.IMPACT,19MM=3/4.6PT,LONG",17.0,EA,110.0,1870.0,MOMENT,SWEDEN
64,1810,4-21L,"1/2DR,IMPACT,21MM,6PT,LONG",2.0,EA,35.0,70.0,MOMENT,SWEDEN
64,1811,4-17L,"1/2DR,IMPACT,21MM,6PT,LONG",13.0,EA,38.0,494.0,MOMENT,SWEDEN
64,1812,4-23L,"1/2DR,IMPACT,23MM,6PT,LONG",19.0,EA,38.0,722.0,MOMENT,SWEDEN
64,1813,2-34L,"3/4DR,IMPACT,34MM,LONG,6PT,",8.0,EA,118.0,944.0,MOMENT,SWEDEN
64,1814,4-21L,"1/2DR,IMPACT,21MM,LONG,6PT",15.0,EA,45.0,675.0,MOMENT,SWEDEN
64,1815,4-32.,"1/2DR,IMPACT,32MM,SH,6PT,",1.0,EA,43.0,43.0,MOMENT,SWEDEN
64,1816,4-15.,"1/2DR,IMPACT,15MM,6PT,SH",19.0,EA,23.0,437.0,MOMENT,SWEDEN
64,1817,4-28.,"1/2DR,IMPACT,28MM SIZE,6PT.SH",1.0,EA,35.0,35.0,MOMENT,SWEDEN
64,1818,4-23.,"1/2DR,IMPACT,23MM,SH.6PT",2.0,EA,25.0,50.0,MOMENT,SWEDEN
64,1819,4-18.,"1/2DR,IMPACT,18MM,6PT,SH",1.0,EA,21.0,21.0,MOMENT,SWEDEN
64,1820,4-26.,"1/2DR,IMPACT,26MM,SH.6PT",1.0,EA,25.0,25.0,MOMENT,SWEDEN
64,1821,2-33L,"3/4DR,IMPACT,33MM,6PT,LONG",16.0,EA,118.0,1888.0,MOMENT,SWEDEN
64,1822,4-20L,"1/2DR,IMPACT,6PT,20MM.LONG",7.0,EA,35.0,245.0,MOMENT,SWEDEN
64,1823,4-30.,"1/2DR,IMPACT,30MM,SH,6PT",20.0,EA,38.0,760.0,MOMENT,SWEDEN
64,1824,4-13L,"1/2DR,IMPACT,13MM,LONG,6PT",12.0,EA,23.0,276.0,MOMENT,SWEDEN
64,1825,4-17L,"1/2DR.IMPACT,17MM,LONG,6PT.SH",19.0,EA,21.0,399.0,MOMENT,SWEDEN
64,1826,4-22.,"1/2DR,IMPACT,22MM,SH.6PT",20.0,EA,32.0,640.0,MOMENT,SWEDEN
64,1827,4-18.,"1/2DR,IMPACT,18MM,SH.6PT,",17.0,EA,23.0,391.0,MOMENT,SWEDEN
64,1828,4-26.,"1/2DR,IMPACT,26MM,SH.6PT",23.0,EA,40.0,920.0,MOMENT,SWEDEN
64,2498,10006,RECHARGABLE LIGHT كىيناكيم ةبمل,7.0,EA,180.0,1260.0,N.ELECTRI,USA
64,2499,10001,CIRCUIT TESTER-NATIONAL ELECTRIC سايق زاهج ةرئادلا,6.0,EA,80.0,480.0,N.ELECTRI,USA
64,2598,H212002,WERNER BA1000HARNESS -USAناما مازح,0.0,EA,390.0,0.0,NATIONA,USA
64,2599,T6111/6FTAF,HONEYWELL LANYARD-MEXICOناما عفر لبح,2.0,EA,250.0,500.0,NATIONA,USA
65,2600,T5121-Z,HONEYWELL LANYARD-MEXICOناما عفر لبح,1.0,EA,280.0,280.0,NATIONA,USA
65,2601,H432002,WERNER HARNESS -USAناما مازح,3.0,EA,250.0,750.0,NATIONA,USA
65,2602,216TWLS,HONEY WELL LANYARD-MEXICOنامل عفر لبح,2.0,EA,170.0,340.0,NATIONA,USA
65,2633,SOK14/16HD,PHASE TESTER زافلا سايق,1.0,EA,110.0,110.0,NEWTECH,UNKNOWN
65,2250,21902,END CUTTER ةعاطق,6.0,EA,135.0,810.0,NICHLSON,USA
65,2533,232102NB,NUT SPANNER ةبح سار كفم,2.0,SET,110.0,220.0,NICHOLSO,USA
65,1829,2038-200,"NWS 8"" ADJUST.WRENCH لوزعم ةنابس",16.0,,250.0,4000.0,NWS,GERMANY
65,1830,2020-6-80,"NWS 6MM,O/E لوزعم حاتفم",16.0,,110.0,1760.0,NWS,GERMANY
65,1831,2038-300,"NWS 12""-ADJUST.WR. لوزعم ةنابس",1.0,,350.0,350.0,NWS,GERMANY
65,1832,2020-32-260,"NWS 32MM,O/E لوزعم حاتفم",9.0,,350.0,3150.0,NWS,GERMANY
65,1833,2038-250,"NWS 10""ADJUST.WRENCH لوزعم ةنابس",1.0,EA,330.0,330.0,NWS,GERMANY
65,1834,2013-8,NWS SKT 8MM ةلوزعم ةبح,19.0,,100.0,1900.0,NWS,GERMANY
65,1835,2013-9,NWS SKT 9MM ةلوزعم ةبح,19.0,,110.0,2090.0,NWS,GERMANY
65,1836,2018-3-130,nws allen 3mm لوزعم كى نلا,23.0,,50.0,1150.0,NWS,GERMANY
65,1837,2018-6-140,nws allen 6mm لوزعم كى نلا,15.0,,90.0,1350.0,NWS,GERMANY
65,1838,2018-3-130,allen key 3mm لوزعم كى نلا,29.0,PC,48.0,1392.0,NWS,GERMANY
65,1839,2018-4-120,allen key 4mm لوزعم كى نلا,5.0,PC,48.0,240.0,NWS,GERMANY
65,1840,2018-5-140,allen key 5mm لوزعم كى نلا,0.0,PC,58.0,0.0,NWS,GERMANY
65,1841,2018-6-140,allen key 6mm لوزعم كى نلا,23.0,PC,65.0,1495.0,NWS,GERMANY
65,1842,2018-8-150,allen key 8mm لوزعم كى نلا,4.0,PC,70.0,280.0,NWS,GERMANY
65,1843,2018-10-220,allen key 10mm لوزعم كى نلا,4.0,PC,75.0,300.0,NWS,GERMANY
65,1844,2018-12-260,allen key 12mm لوزعم كى نلا,1.0,PC,90.0,90.0,NWS,GERMANY
65,1845,2021-30-290,RING SPANNER 30MM لوزعم موتحم حاتفم,10.0,PC,245.0,2450.0,NWS,GERMANY
65,1846,2021-32-290,RING SPANNER 32MM موتخم لوزعم حاتفم,10.0,PC,295.0,2950.0,NWS,GERMANY
65,1847,2038-200,ADJASTABLE SPANNER 200MM لوزعم ةنابس,16.0,PC,285.0,4560.0,NWS,GERMANY
65,1848,2038-250,ADJASTABLE SPANNER 250MM لوزعم ةنابس,1.0,PC,320.0,320.0,NWS,GERMANY
65,1849,2038-300,ADJASTABLE SPANNER 300MM لوزعم ةنابس,2.0,PC,395.0,790.0,NWS,GERMANY
65,1850,2013-8,SOCKET SPANNER 8MM ةلوزعم ةبح,17.0,PC,98.0,1666.0,NWS,GERMANY
65,1851,2013-9,SOCKET SPANNER 9MM ةلوزعم ةبح,17.0,PC,110.0,1870.0,NWS,GERMANY
66,1852,2020-6-80,SINGLE OPEN ENDED SPANNER 6MM حاتفم لوزعم ىدلب,16.0,PC,100.0,1600.0,NWS,GERMANY
66,1853,2020-30-250,SINGLE OPEN ENDED SPANNER 30MMحاتفم لوزعم ىدلب,20.0,PC,230.0,4600.0,NWS,GERMANY
66,1854,2020-32-260,SINGLE OPEN ENDED SPANNER32MM حاتفم لوزعم ىدلب,10.0,PC,235.0,2350.0,NWS,GERMANY
66,2240,3631,LOGIC PROBE تلوفلا سايق راهج,20.0,,250.0,5000.0,OTC,USA
66,2277,7314A,BALL JOINT سوكعلا ةنيجرز,21.0,EA,250.0,5250.0,OTC,USA
66,2282,7315A,BALL JOINT سوكعلا ةنيجرز,27.0,EA,350.0,9450.0,OTC,USA
66,2283,7815,BALL JOINT سوكعلا ةنيجرز,5.0,EA,450.0,2250.0,OTC,USA
66,2295,4748,belt tention gauge ريسلا دش سايق ةادا,39.0,EA,230.0,8970.0,OTC,USA
66,2323,4639,BATTERY SERVICE KIT,3.0,KIT,435.0,1305.0,OTC,USA
66,2375,7403,STEERING WHEEL PULLER,6.0,SET,365.0,2190.0,OTC,USA
66,2604,7649,FUEL INJ.CLEANING KITتاخاخبلا فيظنت ةعومجم,3.0,KIT,2350.0,7050.0,OTC,USA
66,2605,7649A,FUEL INJ.CLEANERتاخاخبلا فيظنت زاهج,5.0,KIT,2480.0,12400.0,OTC,USA
66,2606,7448A,CANISTER INJ.TEST KITتاخاخبلا صحف زاهج,6.0,KIT,1300.0,7800.0,OTC,USA
66,2607,7797,FUEL INJ.DIAGONIST COMB تاخاخبلا صحف زاهج,8.0,KIT,1020.0,8160.0,OTC,USA
66,1855,790.116,AUTOMATIC WIRE STRIPPER كيتاموتا ةيارع,7.0,EA,620.0,4340.0,PALMERA,SPAIN
66,1856,614.61,رر WATER PUMP PLIER 1000V ةلوزعم ةقلتم ةيدارز,2.0,EA,130.0,260.0,PALMERA,SPAIN
66,1857,790.122/V,SELF ADJUSTING WIRE STRIPPER ةيارع,2.0,EA,450.0,900.0,PALMERA,SPAIN
66,1858,671.425,"adustable WRENCH1000V-12"" لوزعم ةنابسا",13.0,EA,240.0,3120.0,PALMERA,SPAIN
66,1859,671.42,"adustable WRENCH1000V-10"" لوزعم ةنابسا",2.0,EA,215.0,430.0,PALMERA,SPAIN
66,1860,671.415,"adustable WRENCH1000V-8"" لوزعم ةنابسا",6.0,EA,180.0,1080.0,PALMERA,SPAIN
66,1861,52.001/J,ALLEN KEY TORX T-10-T-40 سكروت كى نلا,1.0,SET,55.0,55.0,PALMERA,SPAIN
66,1862,229.930/J,ALLEN KEY-1/16 TO 3/8-BLACK شنا كى نلا,1.0,SET,38.0,38.0,PALMERA,SPAIN
66,1863,229.912,"ALLEN KEY 1/16-1/2""شنا كى نلا",2.0,SET,55.0,110.0,PALMERA,SPAIN
66,1864,650.2,paLMERA knife 650.200 ةنيكس,1.0,,110.0,110.0,PALMERA,SPAIN
66,1865,249.617/P,1/4DRSOKET SET5-114MM,1.0,SET,340.0,340.0,PALMERA,SPAIN
66,1866,252.11/P,3/8DR.INCH 19-8 بوبح مقطMM,1.0,SET,345.0,345.0,PALMERA,SPAIN
66,1867,252.114/P,3/8DR.INCH 1/4-7/8 بوبح مقط,1.0,SET,350.0,350.0,PALMERA,SPAIN
67,1868,260.610T,"3/4DR,IN,7/8-2"" بوبح مقط",6.0,SET,1950.0,11700.0,PALMERA,SPAIN
67,1869,650.2,KNIFE ةنيكس,1.0,EA,75.0,75.0,PALMERA,SPAIN
67,1870,#506.290,PH#0X200MM كفم,43.0,PCS,22.0,946.0,PALMERA,SPAIN
67,1871,506.252,"PH#2X25MM,STUBBY S.DR.-PH.2 كفم PH.0X75MM ,S/DR- كفم S/D.SLOT,.8MMX4X100 كفم PH#4,S/D.4X200MM-506.240 كفم PH#3,3X150,-506.230 كفم",13.0,PCS,22.0,286.0,PALMERA,SPAIN
67,1872,#506.200,,4.0,PCS,15.0,60.0,PALMERA,SPAIN
67,1873,506.044,,5.0,PCS,15.0,75.0,PALMERA,SPAIN
67,1874,506.24,,1.0,PCS,45.0,45.0,PALMERA,SPAIN
67,1875,506.23,,64.0,PCS,28.0,1792.0,PALMERA,SPAIN
67,1876,#506.230,SCREDRIVER كفم,64.0,PCS,28.0,1792.0,PALMERA,SPAIN
67,1877,PALMERA,"RING,SLUG,27MM موتخم قرط حاتفم",5.0,EA,175.0,875.0,PALMERA,SPAIN
67,1878,0255918J,"O/E SET-1/4-1"" مقط-ىدلب حانفم",25.0,SET,230.0,5750.0,PALMERA,SPAIN
67,1879,0255918J,"O/E SET-1/4-1"" مقط-ىدلب حانفم",8.0,SET,230.0,1840.0,PALMERA,SPAIN
67,1880,190.024,SCREW DRIVER كفم,1.0,EA,100.0,100.0,PALMERA,SPAIN
67,1881,1.1/4X1.1/16,"""O/E WRENCH ىدلب حاتفم",2.0,EA,210.0,420.0,PALMERA,SPAIN
67,1882,"15/16X1""",O/E WRENCH ىدلب حاتفم,4.0,EA,45.0,180.0,PALMERA,SPAIN
67,1883,"3/4X11/16""",O/E WRENCH ىدلب حاتفم,1.0,EA,30.0,30.0,PALMERA,SPAIN
67,1884,4X5,O/E WRENCH ىدلب حاتفم,11.0,EA,12.0,132.0,PALMERA,SPAIN
67,1885,5.5X7,O/E WRENCH ىدلب حاتفم,16.0,EA,17.0,272.0,PALMERA,SPAIN
67,1886,"15/16X1/2""",O/E WRENCH ىدلب حاتفم,5.0,EA,45.0,225.0,PALMERA,SPAIN
67,1887,264.048,"1/2DR.IMPACT,1.1/8 SIZE,6PT,SH. ءادوس ةبح",6.0,EA,65.0,390.0,PALMERA,SPAIN
67,1888,264.046,"1/2DR,IMPACT,1.1/16 SIZE,6PT,SH.ءادوس ةبح",5.0,EA,65.0,325.0,PALMERA,SPAIN
67,1889,264.03,"1/2DR,IMPACT,30MM SIZE,6PT,SH. ءادوس ةبح",6.0,EA,33.0,198.0,PALMERA,SPAIN
67,1890,264.04,"1/2DR,IMPACT,15/16 SIZE,6PT,SH ءادوس ةبح",1.0,EA,38.0,38.0,PALMERA,SPAIN
67,1891,264.029,"1/2DR,IMPACT,17MM SIZE,6PT.SH ءادوس ةبح",3.0,EA,28.0,84.0,PALMERA,SPAIN
67,1892,264.037,"1/2DR,IMPACT,7/8 SIZE,6PT,SH",1.0,EA,33.0,33.0,PALMERA,SPAIN
67,1893,270.621,"3/4X1"" ADAPTOR لوحم",8.0,EA,175.0,1400.0,PALMERA,SPAIN
67,1894,265.25,"3/4DR,IMAPCT,1.1/8 SIZE,6PT,SH ءادوس ةبح",3.0,EA,100.0,300.0,PALMERA,SPAIN
67,1895,265.241,"1/2DR,IMPACT,24MM,LONG,6PT ءادوس ةبح",3.0,EA,35.0,105.0,PALMERA,SPAIN
68,1896,265.246,"1/2DR,IMPACT,27MM,6PTLONG ةليوطءادوس ةبح",7.0,EA,38.0,266.0,PALMERA,SPAIN
68,1897,266.053,"1""DR.IMPACT,1.1/4,6PT,SH ءادوس ةبح",7.0,EA,95.0,665.0,PALMERA,SPAIN
68,1898,264.038,"1/2DR.IMPACT,23MM,6PT.SH ءادوس ةبح",3.0,EA,23.0,69.0,PALMERA,SPAIN
68,1899,264.05,"1/2DR,IMPACT,30MM,SH. ءادوس ةبح",1.0,EA,32.0,32.0,PALMERA,SPAIN
68,1900,264.036,"1/2DR,IMPACT,22MM.6PT,SH ءادوس ةبح",3.0,EA,23.0,69.0,PALMERA,SPAIN
68,1901,264.03,"1/2DR,11/16,6PT,SH,IMPACT ءادوس ةبح",3.0,EA,48.0,144.0,PALMERA,SPAIN
68,1902,265.053,"3/4DR,IMPACT,12PT,SH,1.1/4 ءادوس ةبح",1.0,EA,75.0,75.0,PALMERA,SPAIN
68,1903,265.268,"3/4DR.IMPACT,1.5/8,6PT,SH. ءادوس ةبح",4.0,EA,130.0,520.0,PALMERA,SPAIN
68,1904,264.042,"1/2DR.IMPACT,25MM,6PT,SH. ءادوس ةبح",5.0,EA,38.0,190.0,PALMERA,SPAIN
68,1905,264.027,"1/2DR,IMPACT,5/8 SIZE,6PT,SHءادوس ةبح",4.0,EA,38.0,152.0,PALMERA,SPAIN
68,1906,264.045,"1/2DR,IMPACT,26MM,6PT,SH, ءادوس ةبح",8.0,EA,35.0,280.0,PALMERA,SPAIN
68,1907,264.042,"1/2DR,IMPACT,25MM,SH,6PT ءادوس ةبح",1.0,EA,40.0,40.0,PALMERA,SPAIN
68,1908,264.716,"1/2DR.IMPACT,…,LONG,6PT ةليوط ءادوس ةبح",1.0,EA,25.0,25.0,PALMERA,SPAIN
68,1909,264.038,"1/2DR,IMPACT,23MM,SH.6PT ءادوس ةبح",2.0,EA,30.0,60.0,PALMERA,SPAIN
68,1914,266.075,"1""DR.IMPACT,1.13/16,6PT,SHG, ءادوس ةبح",11.0,EA,95.0,1045.0,PALMERA,SPAIN
68,1920,"1/2X9/16""",OPENED WR. ىدلب حاتفم,4.0,EA,22.0,88.0,PALMERA,SPAIN
68,1921,"7/8X15/16""",ر COMB.WR. كتشم حاتفم,1.0,EA,25.0,25.0,PALMERA,SPAIN
68,1922,"3/4X11/16""",ring wrench موتخم حاتفم,3.0,EA,30.0,90.0,PALMERA,SPAIN
68,1923,1.1/2X1.5/16,"""OPENED WR. ىدلب حاتفم",1.0,EA,190.0,190.0,PALMERA,SPAIN
68,1924,1.1/16X1.1/8,OPENED WR. ىدلب حاتفم,2.0,EA,220.0,440.0,PALMERA,SPAIN
68,1925,1.1/4X1.1/16,"""OPENED WR. ىدلب حاتفم",2.0,EA,175.0,350.0,PALMERA,SPAIN
69,1926,27X29,ring wrench موتخم حاتفم,1.0,EA,55.0,55.0,PALMERA,SPAIN
69,1927,32X36,ring wrench موتخم حاتفم,1.0,EA,135.0,135.0,PALMERA,SPAIN
69,1928,"3/4X7/8""",ring wrench موتخم حاتفم,1.0,EA,26.0,26.0,PALMERA,SPAIN
69,1929,788.02,ر VOLTAGE TESTER-4.5-380VAC ءابرهك تست,2.0,EA,145.0,290.0,PALMERA,SPAIN
69,1930,"15/16X1""",OPENED WR. ىدلب حاتفم,2.0,EA,35.0,70.0,PALMERA,SPAIN
69,1931,"9/16""","1/2DR,SHORT,IMPACT,6PT,ةبح",4.0,EA,35.0,140.0,PALMERA,SPAIN
69,1932,256.072,FLEX.HEEAD HANDLE 3/8 ةكرحنم سأرب ةليصوت,3.0,EA,195.0,585.0,PALMERA,SPAIN
69,1933,200MM,EXT.3/4DR ةليصوت,2.0,EA,100.0,200.0,PALMERA,SPAIN
69,1937,270.73,"1""X3/4"" ADAPTOR لوحم",9.0,EA,330.0,2970.0,PALMERA,SPAIN
69,1938,270.215,"3/8X1/2"" ADAPTOR لوحم",3.0,EA,65.0,195.0,PALMERA,SPAIN
69,1939,229.533,"ALLEN KEY-1/4"" كى نلا",50.0,EA,10.0,500.0,PALMERA,SPAIN
69,1940,229.08,ALLEN KEY-8MM كى نلا,27.0,EA,14.0,378.0,PALMERA,SPAIN
69,1941,229.07,ALLEN KEY-7MM كى نلا,70.0,EA,13.0,910.0,PALMERA,SPAIN
69,1942,229.09,ALLEN KEY-9MM كى نلا,13.0,EA,14.0,182.0,PALMERA,SPAIN
69,1943,229.1,ALLEN KEY-10MM كى نلا,93.0,EA,16.0,1488.0,PALMERA,SPAIN
69,1944,229.536,"ALLEN KEY-5/16"" كى نلا",78.0,EA,32.0,2496.0,PALMERA,SPAIN
69,1945,229.542,"ALLEN KEY-7/16"" كى نلا",28.0,EA,35.0,980.0,PALMERA,SPAIN
69,1946,229.9,ALLEN KEY-9MM كى نلا,59.0,EA,14.0,826.0,PALMERA,SPAIN
69,1947,229.539,"ALLEN KEY-3/8"" كى نلا",42.0,EA,18.0,756.0,PALMERA,SPAIN
69,1948,229.53,"ALLEN KEY-7/32"" كى نلا",15.0,EA,30.0,450.0,PALMERA,SPAIN
69,1949,229.536,"ALLEN KEY-5/16"" كى نلا",19.0,EA,30.0,570.0,PALMERA,SPAIN
69,1950,229.542,"ALLEN KEY-7/16"" كى نلا",3.0,EA,35.0,105.0,PALMERA,SPAIN
69,1951,8MM,ALLEN KEY -BLACK كى نلا,26.0,EA,13.0,338.0,PALMERA,SPAIN
69,1952,8MM,ALLEN KEY-CHROME كى نلا,6.0,EA,13.0,78.0,PALMERA,SPAIN
69,1953,"1/4""",ALLEN KEY كى نلا,27.0,EA,12.0,324.0,PALMERA,SPAIN
69,1954,7MM,ALLEN KEY -BLACK-كى نلا,20.0,EA,12.0,240.0,PALMERA,SPAIN
69,1955,276.025,3-25MM TUBE CUTTER-ساحن ترساوم صقم,17.0,EA,95.0,1615.0,PALMERA,SPAIN
69,1956,180.024,SCREW PTIC GAUGE,1.0,EA,75.0,75.0,PALMERA,SPAIN
69,1957,256.53,"SKT,12PT.13/16""",22.0,EA,35.0,770.0,PALMERA,SPAIN
69,1958,pce-dc2,CLAMP METER AC/DC,3.0,EA,330.0,990.0,PCE,GERMANY
70,1959,PCE-889A,IR THERMOMETER,1.0,EA,650.0,650.0,PCE,GERMANY
70,1960,PCE-777,IR THERMOMETER,1.0,EA,300.0,300.0,PCE,GERMANY
70,1961,PCE-DPT1,"current (AC), voltage (TRMS) and frequency to determine active (kW), .",3.0,EA,870.0,2610.0,PCE,GERMANY
70,1962,PCE-007,ANEMOMETER ح يرلا ةعسر سايق زاهج,2.0,EA,1550.0,3100.0,PCE,GERMANY
70,1963,VT-2700,رر VIBRATION METER زاتهلاا سايق زاهج,1.0,EA,2700.0,2700.0,PCE,GERMANY
70,1964,PCE-FWS20,WEATHER STATION سقط ةطحم,1.0,EA,780.0,780.0,PCE,GERMANY
70,2630,36584,ALTERNATOR/BATTERY ANALIZERوميندلا صحف ةراطبلاو,7.0,EA,185.0,1295.0,PITSSBUR,USA
70,2631,67772,ر H.D.COMB.SQ ةكسرم ةيزاز,9.0,EA,45.0,405.0,PITSSBUR,USA
70,2634,MDM201,"N36AQ-GIGITAL,DISTANCE METERةفاسملا سايق",2.0,EA,95.0,190.0,PITSSBUR,USA
70,2629,66319,"DIGI,THICKNESS GAGEةكامسلا سايق زاهج",15.0,EA,85.0,1275.0,PITTSBUR,USA
70,2272,4333,4333p-proto,4.0,EA,470.0,1880.0,PROTO,USA
70,2279,J46,ر CHISEL /PUNCH SET لترش مقط,8.0,EA,750.0,6000.0,PROTO,USA
70,2412,4333P,SEPERATOR نامور ةنيجرز,1.0,PC,550.0,550.0,PROTO,USA
70,2413,4331P,SEPERATOR نامور ةنيجرز,5.0,PC,450.0,2250.0,PROTO,USA
70,2538,7509,"3/4DR,IMPACT,9/16 SIZE,6PT,SH ءادوس ةبح",9.0,EA,88.0,792.0,PROTO,USA
70,2539,7422,"1/2DR,IMPACT,11/16 SIZE,12PT.SH ءادوس ةبح",5.0,EA,68.0,340.0,PROTO,USA
70,2541,7444,"1/2DR,IMPACT,1.3/8 SIZE,12PT,SH-ءادوس ةبح",10.0,EA,135.0,1350.0,PROTO,USA
70,2542,7515T,"3/4DR,IMPACT,15/16 SIZE,12PT,SH ءادوس ةبح",9.0,EA,100.0,900.0,PROTO,USA
70,2543,7432,"1/2DR,IMPACT,1"" SIZE,12PT,SH ءادوس ةبح",5.0,EA,60.0,300.0,PROTO,USA
70,2544,7412,"1/2DR,IMPACT,3/8 SIZE,12PT,SH ءادوس ةبح",7.0,EA,60.0,420.0,PROTO,USA
70,2545,7411M,"1/2DR,IMPACT,11MM SIZE,6PT,SH ءادوس ةبح",4.0,EA,35.0,140.0,PROTO,USA
70,2546,7424,"1/2DR,IMPACT,3/4 SIZE,6PT,SH. ءادوس ةبح",4.0,EA,85.0,340.0,PROTO,USA
70,2547,7428,"1/2DR,IMPACT,7/8 SIZE,12PT,SH. ءادوس ةبح",7.0,EA,90.0,630.0,PROTO,USA
70,2548,7430,"1/2DR,IMPACT,15/16 SIZE,SH.12PT ءادوس ةبح",11.0,PCS,48.0,528.0,PROTO,USA
71,2549,7422,"1/2DR,IMPACT,11/16 SIZE,12PT.SH ءادوس ةبح",6.0,EA,60.0,360.0,PROTO,USA
71,2558,7314,"1/2DR,IMPACT,7/16,12PT,LONG ةليوط ءادوس ةبح",1.0,EA,95.0,95.0,PROTO,USA
71,2562,7521T,"3/4DR,12PT,1.5/16,SH.IMPACTءادوس ةبح",4.0,EA,65.0,260.0,PROTO,USA
